Alumno: 37947823, Asignatura: 296111A, Grupo: B, Horario: Martes: 11:30 - Viernes: 09:30 - Viernes: 10:30
Alumno: 30498106, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 30498106, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 30498106, Asignatura: 2211117, Grupo: A, Horario: Lunes: 12:30 - Miércoles: 11:30 - Miércoles: 12:30
Alumno: 30498106, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 30498106, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 68445929, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 68445929, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 68445929, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 68445929, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 68445929, Asignatura: 2211128, Grupo: B, Horario: Miércoles: 17:30 - Miércoles: 18:30
Alumno: 6393752, Asignatura: 2211116, Grupo: B, Horario: Jueves: 15:30 - Viernes: 15:30 - Viernes: 16:30
Alumno: 6393752, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 6393752, Asignatura: 2211118, Grupo: B, Horario: Miércoles: 15:30 - Miércoles: 16:30
Alumno: 6393752, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 6393752, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 44341575, Asignatura: 2211117, Grupo: A, Horario: Lunes: 12:30 - Miércoles: 11:30 - Miércoles: 12:30
Alumno: 44341575, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 44341575, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 44341575, Asignatura: 2211128, Grupo: B, Horario: Miércoles: 17:30 - Miércoles: 18:30
Alumno: 82289398, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 82289398, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 82289398, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 82289398, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 20237221, Asignatura: 221113D, Grupo: A, Horario: Miércoles: 11:30 - Miércoles: 12:30
Alumno: 20237221, Asignatura: 221113B, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 20237221, Asignatura: 221113C, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 20237221, Asignatura: 221113E, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 20237221, Asignatura: 221113F, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 58185044, Asignatura: 22111CB, Grupo: A, Horario: Martes: 12:30 - Miércoles: 11:30
Alumno: 58185044, Asignatura: 22111BB, Grupo: A, Horario: Martes: 11:30 - Miércoles: 12:30
Alumno: 58185044, Asignatura: 22111A2, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 96132867, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 96132867, Asignatura: 2211117, Grupo: A, Horario: Lunes: 12:30 - Miércoles: 11:30 - Miércoles: 12:30
Alumno: 96132867, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 96132867, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 96132867, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 34080690, Asignatura: 2211136, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 34080690, Asignatura: 2211137, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 34080690, Asignatura: 22111BB, Grupo: A, Horario: Martes: 11:30 - Miércoles: 12:30
Alumno: 72028513, Asignatura: 22111AB, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 72028513, Asignatura: 22111CB, Grupo: A, Horario: Martes: 12:30 - Miércoles: 11:30
Alumno: 9976336, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 9976336, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 9976336, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 9976336, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 9976336, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 47924159, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 47924159, Asignatura: 2211127, Grupo: B, Horario: Viernes: 17:30 - Viernes: 18:30
Alumno: 47924159, Asignatura: 221113E, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 47924159, Asignatura: 221113B, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 47924159, Asignatura: 221113D, Grupo: A, Horario: Miércoles: 11:30 - Miércoles: 12:30
Alumno: 85871982, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 85871982, Asignatura: 221113D, Grupo: A, Horario: Miércoles: 11:30 - Miércoles: 12:30
Alumno: 61767628, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 61767628, Asignatura: 2211127, Grupo: B, Horario: Viernes: 17:30 - Viernes: 18:30
Alumno: 61767628, Asignatura: 2211137, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 61767628, Asignatura: 2211136, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 61767628, Asignatura: 2211138, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30 - Martes: 10:30
Alumno: 61767628, Asignatura: 221113A, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 61767628, Asignatura: 2211139, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 99715451, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 99715451, Asignatura: 2211117, Grupo: A, Horario: Lunes: 12:30 - Miércoles: 11:30 - Miércoles: 12:30
Alumno: 99715451, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 99715451, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 99715451, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 37663274, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 37663274, Asignatura: 2211117, Grupo: A, Horario: Lunes: 12:30 - Miércoles: 11:30 - Miércoles: 12:30
Alumno: 37663274, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 37663274, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 37663274, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 75611097, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 75611097, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 75611097, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 75611097, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 75611097, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 13558920, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 13558920, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 13558920, Asignatura: 2211126, Grupo: B, Horario: Jueves: 17:30 - Jueves: 18:30
Alumno: 13558920, Asignatura: 221113I, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 13558920, Asignatura: 221113G, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 13558920, Asignatura: 221113K, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 51506743, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 51506743, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 51506743, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 51506743, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 51506743, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 51506743, Asignatura: 2211137, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 89454566, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 89454566, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 89454566, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 89454566, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 89454566, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 27402389, Asignatura: 2211139, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 27402389, Asignatura: 22111AB, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 27402389, Asignatura: 22111A2, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 27402389, Asignatura: 22111BB, Grupo: A, Horario: Martes: 11:30 - Miércoles: 12:30
Alumno: 65350212, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 65350212, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 65350212, Asignatura: 2211126, Grupo: B, Horario: Jueves: 17:30 - Jueves: 18:30
Alumno: 65350212, Asignatura: 2211128, Grupo: B, Horario: Miércoles: 17:30 - Miércoles: 18:30
Alumno: 65350212, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 65350212, Asignatura: 2211129, Grupo: B, Horario: Martes: 17:30 - Martes: 18:30
Alumno: 3298035, Asignatura: 296113Q, Grupo: A, Horario: Jueves: 15:30 - Jueves: 16:30
Alumno: 3298035, Asignatura: 2961128, Grupo: C, Horario: Miércoles: 09:30
Alumno: 3298035, Asignatura: 2961119, Grupo: D, Horario: Lunes: 15:30 - Lunes: 16:30
Alumno: 3298035, Asignatura: 2961129, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 41245858, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 41245858, Asignatura: 221113B, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 41245858, Asignatura: 221113C, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 79193681, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 79193681, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 79193681, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 79193681, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 79193681, Asignatura: 2211117, Grupo: A, Horario: Lunes: 12:30 - Miércoles: 11:30 - Miércoles: 12:30
Alumno: 17141504, Asignatura: 221113H, Grupo: A, Horario: Miércoles: 11:30 - Miércoles: 12:30
Alumno: 17141504, Asignatura: 221113G, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 17141504, Asignatura: 221113K, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 55089327, Asignatura: 2211116, Grupo: B, Horario: Jueves: 15:30 - Viernes: 15:30 - Viernes: 16:30
Alumno: 55089327, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 55089327, Asignatura: 2211118, Grupo: B, Horario: Miércoles: 15:30 - Miércoles: 16:30
Alumno: 55089327, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 55089327, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 30984973, Asignatura: 2211126, Grupo: B, Horario: Jueves: 17:30 - Jueves: 18:30
Alumno: 30984973, Asignatura: 221113C, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 30984973, Asignatura: 221113D, Grupo: A, Horario: Miércoles: 11:30 - Miércoles: 12:30
Alumno: 30984973, Asignatura: 221113E, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 30984973, Asignatura: 221113F, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 6880619, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 6880619, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 6880619, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 6880619, Asignatura: 2211117, Grupo: A, Horario: Lunes: 12:30 - Miércoles: 11:30 - Miércoles: 12:30
Alumno: 6880619, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 82776265, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 82776265, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 82776265, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 82776265, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 82776265, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 20724088, Asignatura: 2211116, Grupo: B, Horario: Jueves: 15:30 - Viernes: 15:30 - Viernes: 16:30
Alumno: 20724088, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 20724088, Asignatura: 2211118, Grupo: B, Horario: Miércoles: 15:30 - Miércoles: 16:30
Alumno: 20724088, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 20724088, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 58671911, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 58671911, Asignatura: 221113F, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 58671911, Asignatura: 22111A3, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 96619734, Asignatura: 2211126, Grupo: B, Horario: Jueves: 17:30 - Jueves: 18:30
Alumno: 96619734, Asignatura: 221113H, Grupo: A, Horario: Miércoles: 11:30 - Miércoles: 12:30
Alumno: 96619734, Asignatura: 221113K, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 34567557, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 34567557, Asignatura: 221112A, Grupo: B, Horario: Lunes: 17:30 - Lunes: 18:30
Alumno: 34567557, Asignatura: 2211129, Grupo: B, Horario: Martes: 17:30 - Martes: 18:30
Alumno: 34567557, Asignatura: 2211128, Grupo: B, Horario: Miércoles: 17:30 - Miércoles: 18:30
Alumno: 34567557, Asignatura: 2211127, Grupo: B, Horario: Viernes: 17:30 - Viernes: 18:30
Alumno: 34567557, Asignatura: 2211126, Grupo: B, Horario: Jueves: 17:30 - Jueves: 18:30
Alumno: 10463203, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 10463203, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 10463203, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 10463203, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 10463203, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 86358849, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 86358849, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 86358849, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 86358849, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 86358849, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 24306672, Asignatura: 22111BB, Grupo: A, Horario: Martes: 11:30 - Miércoles: 12:30
Alumno: 62254495, Asignatura: 221113A, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 202318, Asignatura: 2211116, Grupo: B, Horario: Jueves: 15:30 - Viernes: 15:30 - Viernes: 16:30
Alumno: 202318, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 202318, Asignatura: 2211118, Grupo: B, Horario: Miércoles: 15:30 - Miércoles: 16:30
Alumno: 202318, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 202318, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 38150141, Asignatura: 221113A, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 38150141, Asignatura: 2211139, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 38150141, Asignatura: 2211138, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30 - Martes: 10:30
Alumno: 38150141, Asignatura: 2211137, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 38150141, Asignatura: 2211136, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 14045787, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 14045787, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 14045787, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 14045787, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 14045787, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 14045787, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 89941433, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 89941433, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 89941433, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 89941433, Asignatura: 2211116, Grupo: B, Horario: Jueves: 15:30 - Viernes: 15:30 - Viernes: 16:30
Alumno: 89941433, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 89941433, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 27889256, Asignatura: 2211129, Grupo: B, Horario: Martes: 17:30 - Martes: 18:30
Alumno: 27889256, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 27889256, Asignatura: 2211126, Grupo: B, Horario: Jueves: 17:30 - Jueves: 18:30
Alumno: 65837079, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 65837079, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 65837079, Asignatura: 221113F, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 65837079, Asignatura: 221113B, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 3784902, Asignatura: 2211118, Grupo: B, Horario: Miércoles: 15:30 - Miércoles: 16:30
Alumno: 3784902, Asignatura: 2211129, Grupo: B, Horario: Martes: 17:30 - Martes: 18:30
Alumno: 41732725, Asignatura: 2211127, Grupo: B, Horario: Viernes: 17:30 - Viernes: 18:30
Alumno: 41732725, Asignatura: 2211126, Grupo: B, Horario: Jueves: 17:30 - Jueves: 18:30
Alumno: 41732725, Asignatura: 2211136, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 41732725, Asignatura: 2211139, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 41732725, Asignatura: 221113A, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 41732725, Asignatura: 2211138, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30 - Martes: 10:30
Alumno: 79680548, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 79680548, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 79680548, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 79680548, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 79680548, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 17628371, Asignatura: 2211116, Grupo: B, Horario: Jueves: 15:30 - Viernes: 15:30 - Viernes: 16:30
Alumno: 17628371, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 17628371, Asignatura: 2211118, Grupo: B, Horario: Miércoles: 15:30 - Miércoles: 16:30
Alumno: 17628371, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 17628371, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 55576194, Asignatura: 2211116, Grupo: B, Horario: Jueves: 15:30 - Viernes: 15:30 - Viernes: 16:30
Alumno: 55576194, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 55576194, Asignatura: 2211118, Grupo: B, Horario: Miércoles: 15:30 - Miércoles: 16:30
Alumno: 55576194, Asignatura: 2211119, Grupo: B, Horario: Jueves: 16:30 - Jueves: 17:30
Alumno: 55576194, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 93524017, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 93524017, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 93524017, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 93524017, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 93524017, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 31471840, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 31471840, Asignatura: 2211117, Grupo: A, Horario: Lunes: 12:30 - Miércoles: 11:30 - Miércoles: 12:30
Alumno: 31471840, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 31471840, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 31471840, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 69419663, Asignatura: 2211117, Grupo: B, Horario: Lunes: 15:30 - Lunes: 16:30 - Viernes: 17:30
Alumno: 69419663, Asignatura: 2211127, Grupo: B, Horario: Viernes: 17:30 - Viernes: 18:30
Alumno: 7367486, Asignatura: 221111A, Grupo: B, Horario: Lunes: 17:30 - Martes: 15:30 - Martes: 16:30
Alumno: 7367486, Asignatura: 2211126, Grupo: B, Horario: Jueves: 17:30 - Jueves: 18:30
Alumno: 7367486, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 7367486, Asignatura: 221113I, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
Alumno: 7367486, Asignatura: 221113G, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 7367486, Asignatura: 221113K, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 83263132, Asignatura: 2211126, Grupo: A, Horario: Lunes: 11:30 - Lunes: 12:30
Alumno: 83263132, Asignatura: 2211127, Grupo: A, Horario: Miércoles: 09:30 - Miércoles: 10:30
Alumno: 83263132, Asignatura: 2211128, Grupo: A, Horario: Jueves: 09:30 - Jueves: 10:30
Alumno: 83263132, Asignatura: 2211129, Grupo: A, Horario: Viernes: 09:30 - Viernes: 10:30
Alumno: 83263132, Asignatura: 221112A, Grupo: A, Horario: Martes: 09:30 - Martes: 10:30
Alumno: 59158778, Asignatura: 2211119, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 59158778, Asignatura: 221111A, Grupo: A, Horario: Miércoles: 13:30 - Jueves: 11:30 - Jueves: 12:30
Alumno: 59158778, Asignatura: 2211116, Grupo: A, Horario: Lunes: 11:30 - Martes: 09:30 - Martes: 10:30
Alumno: 59158778, Asignatura: 2211117, Grupo: A, Horario: Lunes: 12:30 - Miércoles: 11:30 - Miércoles: 12:30
Alumno: 59158778, Asignatura: 2211118, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 35054424, Asignatura: 221113F, Grupo: A, Horario: Martes: 11:30 - Martes: 12:30
Alumno: 35054424, Asignatura: 221113E, Grupo: A, Horario: Viernes: 11:30 - Viernes: 12:30
Alumno: 35054424, Asignatura: 221113D, Grupo: A, Horario: Miércoles: 11:30 - Miércoles: 12:30
Alumno: 35054424, Asignatura: 221113C, Grupo: A, Horario: Jueves: 11:30 - Jueves: 12:30
